Wine,link,Link_wine,image_link,image_names
Syrah 2001,https://www.vivino.com/IT/en/poggio-al-sole-syrah-2001/w/1768951,https://www.wine-searcher.com/find/poggio+al+sole+syrah/2001/#t4,https://images.vivino.com/thumbs/sqvfpL10QOGAiV98wfF_-Q_pb_x600.png,Syrah2001.png
Ammiraglia Syrah Maremma Toscana 2011,https://www.vivino.com/IT/en/tenuta-ammiraglia-tuscany-ammiraglia-syrah-maremma-toscana-2011/w/1127206,https://www.wine-searcher.com/find/tenuta+ammiraglia+tuscany+ammiraglia+syrah+maremma+toscana/2011/#t4,https://images.vivino.com/thumbs/C05meqcQTsmCVZ-syUZbRA_pb_x600.png,AmmiragliaSyrahMaremmaToscana2011.png
Bolgheri Superiore 2016,https://www.vivino.com/IT/en/aldrovandi-bolgheri-superiore-2016/w/6304074,https://www.wine-searcher.com/find/aldrovandi+bolgheri+superiore/2016/#t4,https://images.vivino.com/thumbs/3dc0jywMSnWcd77nyuW1nQ_pb_x600.png,BolgheriSuperiore2016.png
Brunello di Montalcino 2017,https://www.vivino.com/IT/en/beatesca-brunello-di-montalcino-2017/w/2017548,https://www.wine-searcher.com/find/beatesca+brunello+di+montalcino/2017/#t4,https://images.vivino.com/thumbs/Uiflo0NORcSBCJpSbO9cXA_pb_x600.png,BrunellodiMontalcino2017.png
Brunello di Montalcino 2016,https://www.vivino.com/IT/en/ridolfi-brunello-di-montalcino-2016/w/1232575,https://www.wine-searcher.com/find/ridolfi+brunello+di+montalcino/2016/#t4,https://images.vivino.com/thumbs/LMct6YdrQtOCjyrhLy1MLg_pb_x600.png,BrunellodiMontalcino2016.png
Brunello di Montalcino 2015,https://www.vivino.com/IT/en/ridolfi-brunello-di-montalcino-2015/w/1232575,https://www.wine-searcher.com/find/ridolfi+brunello+di+montalcino/2015/#t4,https://images.vivino.com/thumbs/LMct6YdrQtOCjyrhLy1MLg_pb_x600.png,BrunellodiMontalcino2015.png
Il Carbonaione Alta Valle della Greve 2019,https://www.vivino.com/IT/en/podere-poggio-scalette-il-carbonaione-alta-valle-della-greve-2019/w/98028,https://www.wine-searcher.com/find/podere+poggio+scalette+il+carbonaione+alta+valle+della+greve/2019/#t4,https://images.vivino.com/thumbs/xGRsgyzNS7u9s3Qsqrc5sA_pb_x600.png,IlCarbonaioneAltaValledellaGreve2019.png
Gran Selezione Chianti Classico 2018,https://www.vivino.com/IT/en/azienda-agricola-casa-emma-di-lepri-f-gran-selezione-chianti-classico-2018/w/3333807,https://www.wine-searcher.com/find/azienda+agricola+casa+emma+di+lepri+f+gran+selezione+chianti+classico/2018/#t4,https://images.vivino.com/thumbs/huSBLsNaQNmzKsoUMYgupg_pb_x600.png,GranSelezioneChiantiClassico2018.png
Soloìo 2019,https://www.vivino.com/IT/en/azienda-agricola-casa-emma-di-lepri-f-soloio-2019/w/1980279,https://www.wine-searcher.com/find/azienda+agricola+casa+emma+di+lepri+f+soloio/2019/#t4,https://images.vivino.com/thumbs/B8tcP5W4S8ShUsB5l4tsgg_pb_x600.png,Soloìo2019.png
Come Se 2005,https://www.vivino.com/IT/en/il-colle-come-se-2005/w/2300576,https://www.wine-searcher.com/find/il+colle+come+se/2005/#t4,https://images.vivino.com/thumbs/lYV4FQf1R9yCMORdIB33sw_pb_x600.png,ComeSe2005.png
Come Se 2007,https://www.vivino.com/IT/en/il-colle-come-se-2007/w/2300576,https://www.wine-searcher.com/find/il+colle+come+se/2007/#t4,https://images.vivino.com/thumbs/lYV4FQf1R9yCMORdIB33sw_pb_x600.png,ComeSe2007.png
Ombrone 2019,https://www.vivino.com/IT/en/cupano-ombrone-2019/w/1202862,https://www.wine-searcher.com/find/cupano+ombrone/2019/#t4,https://images.vivino.com/thumbs/qV9HwuEtQJ2o39oghiVTdA_pb_x600.png,Ombrone2019.png
Prima Pietra 2017,https://www.vivino.com/IT/en/tenuta-prima-pietra-prima-pietra-2017/w/1315181,https://www.wine-searcher.com/find/tenuta+prima+pietra+prima+pietra/2017/#t4,https://images.vivino.com/thumbs/fEIV28NrRMexFU-DSsSz7Q_pb_x600.png,PrimaPietra2017.png
Poggetto di Sopra Nobile di Montepulciano 2016,https://www.vivino.com/IT/en/avignonesi-poggetto-di-sopra-nobile-di-montepulciano-2016/w/8014725,https://www.wine-searcher.com/find/avignonesi+poggetto+di+sopra+nobile+di+montepulciano/2016/#t4,https://images.vivino.com/thumbs/DRmcUc9UTEmTvTtqaS15BQ_pb_x600.png,PoggettodiSopraNobilediMontepulciano2016.png
San Martino Toscana 1995,https://www.vivino.com/IT/en/cafaggio-san-martino-toscana-1995/w/13816,https://www.wine-searcher.com/find/cafaggio+san+martino+toscana/1995/#t4,https://images.vivino.com/thumbs/Mb9fpQYITXKUpDtom7nw_A_pb_x600.png,SanMartinoToscana1995.png
Salamartano Cabernet Franc - Merlot 2010,https://www.vivino.com/IT/en/fattoria-montellori-salamartano-cabernet-franc-merlot-2010/w/1504052,https://www.wine-searcher.com/find/fattoria+montellori+salamartano+cabernet+franc+merlot/2010/#t4,https://images.vivino.com/thumbs/mGegCs-_SjuVm_h5xE0KdQ_pb_x600.png,SalamartanoCabernetFranc-Merlot2010.png
Poggio de’Colli Cabernet Franc Toscana 2009,https://www.vivino.com/IT/en/piaggia-poggio-de-colli-cabernet-franc-toscana-2009/w/1188974,https://www.wine-searcher.com/find/piaggia+poggio+de+colli+cabernet+franc+toscana/2009/#t4,https://images.vivino.com/thumbs/Mg5EIcr3SBq7ODTQ07Cnmg_pb_x600.png,Poggiode’ColliCabernetFrancToscana2009.png
Salamartano Cabernet Franc - Merlot 1994,https://www.vivino.com/IT/en/fattoria-montellori-salamartano-cabernet-franc-merlot-1994/w/1504052,https://www.wine-searcher.com/find/fattoria+montellori+salamartano+cabernet+franc+merlot/1994/#t4,https://images.vivino.com/thumbs/mGegCs-_SjuVm_h5xE0KdQ_pb_x600.png,SalamartanoCabernetFranc-Merlot1994.png
Poggio de’Colli Cabernet Franc Toscana 2004,https://www.vivino.com/IT/en/piaggia-poggio-de-colli-cabernet-franc-toscana-2004/w/1188974,https://www.wine-searcher.com/find/piaggia+poggio+de+colli+cabernet+franc+toscana/2004/#t4,https://images.vivino.com/thumbs/Mg5EIcr3SBq7ODTQ07Cnmg_pb_x600.png,Poggiode’ColliCabernetFrancToscana2004.png
Vigna Soccorso Brunello di Montalcino 2012,https://www.vivino.com/IT/en/enzo-vigna-soccorso-brunello-di-montalcino-2012/w/1213715,https://www.wine-searcher.com/find/enzo+vigna+soccorso+brunello+di+montalcino/2012/#t4,https://images.vivino.com/thumbs/QXEHrUjhRsuCwa_oqBPZgA_pb_x600.png,VignaSoccorsoBrunellodiMontalcino2012.png
Montebello Toscana 2018,https://www.vivino.com/IT/en/badia-a-coltibuono-montebello-toscana-tuscany-red-wine-v-2018/w/4625947,https://www.wine-searcher.com/find/badia+a+coltibuono+montebello+toscana+tuscany+red+wine+v/2018/#t4,https://images.vivino.com/thumbs/yPiuohjmQqqZ30V027PRjQ_pb_x600.png,MontebelloToscana2018.png
Sempremai 2013,https://www.vivino.com/IT/en/cuna-sempremai-2013/w/1574610,https://www.wine-searcher.com/find/cuna+sempremai/2013/#t4,https://images.vivino.com/thumbs/UjQQKousQY2ZyrvWAS_AKw_pb_x600.png,Sempremai2013.png
Podere Sassaie 2011,https://www.vivino.com/IT/en/fattoria-di-petreto-podere-sassaie-2011/w/1183762,https://www.wine-searcher.com/find/fattoria+di+petreto+podere+sassaie/2011/#t4,https://images.vivino.com/thumbs/DQYkJO6PSiuLqwjs4eUCuQ_pb_x600.png,PodereSassaie2011.png
Vinsanto del Chianti Classico 2006,https://www.vivino.com/IT/en/antinori-tuscany-marchesi-antinori-vinsanto-del-chianti-classico-2006/w/1208032,https://www.wine-searcher.com/find/antinori+tuscany+marchesi+antinori+vinsanto+del+chianti+classico/2006/#t4,https://images.vivino.com/thumbs/oFRo1NMmTrG0M_6mi383hg_pb_x600.png,VinsantodelChiantiClassico2006.png
Chianti Classico 2013,https://www.vivino.com/IT/en/castello-di-cacchiano-chianti-classico-2013/w/1153607,https://www.wine-searcher.com/find/castello+di+cacchiano+chianti+classico/2013/#t4,https://images.vivino.com/thumbs/CYWp_KkfRvKC3Xp9PrvYTw_pb_x600.png,ChiantiClassico2013.png
Vigneto San Marcellino Chianti Classico Gran Selezione 2020,https://www.vivino.com/IT/en/rocca-di-montegrossi-vigneto-san-marcellino-chianti-classico-gran-selezione-2020/w/1169877,https://www.wine-searcher.com/find/rocca+di+montegrossi+vigneto+san+marcellino+chianti+classico+gran+selezione/2020/#t4,https://images.vivino.com/thumbs/jm1c8xOiTaOUD9tydoDvXw_pb_x600.png,VignetoSanMarcellinoChiantiClassicoGranSelezione2020.png
Petraia 2015,https://www.vivino.com/IT/en/azienda-uggiano-petraia-2015/w/1723801,https://www.wine-searcher.com/find/azienda+uggiano+petraia/2015/#t4,https://images.vivino.com/thumbs/YjIkig59QRyB9HWtDk01KQ_150x200.jpg,Petraia2015.png
Brunello di Montalcino Riserva Le Due Sorelle 1999,https://www.vivino.com/IT/en/tenuta-la-fuga-brunello-di-montalcino-riserva-le-due-sorelle-1999/w/1319334,https://www.wine-searcher.com/find/tenuta+la+fuga+brunello+di+montalcino+riserva+le+due+sorelle/1999/#t4,https://images.vivino.com/thumbs/L09HDCLtTm69d8JKnsrosw_pb_x600.png,BrunellodiMontalcinoRiservaLeDueSorelle1999.png
Veneroso 2001,https://www.vivino.com/IT/en/tenuta-di-ghizzano-veneroso-2001/w/99980,https://www.wine-searcher.com/find/tenuta+di+ghizzano+veneroso/2001/#t4,https://images.vivino.com/thumbs/uN-w4781TNOj6Oafgw82oQ_pb_x600.png,Veneroso2001.png
Poggio de’Colli Cabernet Franc Toscana 2005,https://www.vivino.com/IT/en/piaggia-poggio-de-colli-cabernet-franc-toscana-2005/w/1188974,https://www.wine-searcher.com/find/piaggia+poggio+de+colli+cabernet+franc+toscana/2005/#t4,https://images.vivino.com/thumbs/Mg5EIcr3SBq7ODTQ07Cnmg_pb_x600.png,Poggiode’ColliCabernetFrancToscana2005.png
Trebbiano 2007,https://www.vivino.com/IT/en/tenuta-di-capezzana-trebbiano-2007/w/7869,https://www.wine-searcher.com/find/tenuta+di+capezzana+trebbiano/2007/#t4,https://images.vivino.com/thumbs/RxHHN8GfQ6Wau148ftO-Xg_pb_x600.png,Trebbiano2007.png
Campora 1985,https://www.vivino.com/IT/en/falchini-campora-1985/w/95186,https://www.wine-searcher.com/find/falchini+campora/1985/#t4,https://images.vivino.com/thumbs/Z1Rr9uW6SAKuUwAcTTHrWg_pb_x600.png,Campora1985.png
Altero Brunello di Montalcino 1994,https://www.vivino.com/IT/en/poggio-antico-altero-brunello-di-montalcino-1994/w/10152,https://www.wine-searcher.com/find/poggio+antico+altero+brunello+di+montalcino/1994/#t4,https://images.vivino.com/thumbs/Qp_zSoYBR2SuHJ3mQQ_Hyw_pb_x600.png,AlteroBrunellodiMontalcino1994.png
Brunello di Montalcino 1977,https://www.vivino.com/IT/en/silvio-nardi-brunello-di-montalcino-1977/w/1156767,https://www.wine-searcher.com/find/silvio+nardi+brunello+di+montalcino/1977/#t4,https://images.vivino.com/thumbs/8CO54SemTPKGz4I0FN7sIA_pb_x600.png,BrunellodiMontalcino1977.png
Ugo Contini Bonacossi 2013,https://www.vivino.com/IT/en/tenuta-di-capezzana-ugo-contini-bonacossi-tuscany-red-wine-2013/w/5662069,https://www.wine-searcher.com/find/tenuta+di+capezzana+ugo+contini+bonacossi+tuscany+red+wine/2013/#t4,https://images.vivino.com/thumbs/Z8VDxxrWQiKkqLYLaH_Tzg_pb_x600.png,UgoContiniBonacossi2013.png
Vignanova 2017,https://www.vivino.com/IT/en/paterna-vignanova-2017/w/1368942,https://www.wine-searcher.com/find/paterna+vignanova/2017/#t4,https://images.vivino.com/thumbs/ai0FZLp1R1yW0BH3RvSkDg_150x200.jpg,Vignanova2017.png
Chianti Classico Riserva Misciano 2015,https://www.vivino.com/IT/en/borgo-scopeto-chianti-classico-riserva-misciano-2015/w/4286,https://www.wine-searcher.com/find/borgo+scopeto+chianti+classico+riserva+misciano/2015/#t4,https://images.vivino.com/thumbs/Ey_ntRl4Sru2XM-I_C9usg_pb_x600.png,ChiantiClassicoRiservaMisciano2015.png
Brunello di Montalcino 2013,https://www.vivino.com/IT/en/molinari-carlo-brunello-di-montalcino-2013/w/1290215,https://www.wine-searcher.com/find/molinari+carlo+brunello+di+montalcino/2013/#t4,https://images.vivino.com/thumbs/B0kFbkncQ9qj-uBMH03wfA_150x200.jpg,BrunellodiMontalcino2013.png
Astuto Bolgheri Superiore 2015,https://www.vivino.com/IT/en/ricasoli-astuto-bolgheri-superiore-2015/w/2022503,https://www.wine-searcher.com/find/ricasoli+astuto+bolgheri+superiore/2015/#t4,https://images.vivino.com/thumbs/RkuOHP2iTC2_jIwPAKrFuA_pb_x600.png,AstutoBolgheriSuperiore2015.png
Cuculaia Syrah 2018,https://www.vivino.com/IT/en/fabrizio-dionisio-cuculaia-syrah-2018/w/1201739,https://www.wine-searcher.com/find/fabrizio+dionisio+cuculaia+syrah/2018/#t4,https://images.vivino.com/thumbs/bwWBDwweS--WKN3mg-8vkA_pb_x600.png,CuculaiaSyrah2018.png
"2,618 Cabernet Franc 2019",https://www.vivino.com/IT/en/leuta-toscana-cabernet-franc-2019/w/1218952,https://www.wine-searcher.com/find/leuta+toscana+cabernet+franc/2019/#t4,https://images.vivino.com/thumbs/42OTuPdbQbyNS2kQgh6mXg_150x200.jpg,"2,618CabernetFranc2019.png"
Le Ombre 2013,https://www.vivino.com/IT/en/mandorlo-le-ombre-2013/w/1217244,https://www.wine-searcher.com/find/mandorlo+le+ombre/2013/#t4,https://images.vivino.com/thumbs/nsjkAVJ_S7eq3PkQC6ePVw_pb_x600.png,LeOmbre2013.png
Bruno di Rocca 2009,https://www.vivino.com/IT/en/vecchie-terre-di-montefili-bruno-di-rocca-2009/w/1175539,https://www.wine-searcher.com/find/vecchie+terre+di+montefili+bruno+di+rocca/2009/#t4,https://images.vivino.com/thumbs/vwkg36ZlT0eygMkSJU88gg_pb_x600.png,BrunodiRocca2009.png
Bruno di Rocca 2004,https://www.vivino.com/IT/en/vecchie-terre-di-montefili-bruno-di-rocca-2004/w/1175539,https://www.wine-searcher.com/find/vecchie+terre+di+montefili+bruno+di+rocca/2004/#t4,https://images.vivino.com/thumbs/vwkg36ZlT0eygMkSJU88gg_pb_x600.png,BrunodiRocca2004.png
Castello di Brolio Gran Selezione Chianti Classico 2007,https://www.vivino.com/IT/en/ricasoli-castello-di-brolio-gran-selezione-chianti-classico-2007/w/4875863,https://www.wine-searcher.com/find/ricasoli+castello+di+brolio+gran+selezione+chianti+classico/2007/#t4,https://images.vivino.com/thumbs/INL5ietHSACYWjeuJfU84A_pb_x600.png,CastellodiBrolioGranSelezioneChiantiClassico2007.png
Riserva Di Fizzano Chianti Classico Gran Selezione 2011,https://www.vivino.com/IT/en/rocca-delle-macie-riserva-di-fizzano-chianti-classico-gran-selezione-2011/w/1145899,https://www.wine-searcher.com/find/rocca+delle+macie+riserva+di+fizzano+chianti+classico+gran+selezione/2011/#t4,https://images.vivino.com/thumbs/49xuPfzdRVOD6PYfZXp5yQ_pb_x600.png,RiservaDiFizzanoChiantiClassicoGranSelezione2011.png
Rosso di Montalcino 2008,https://www.vivino.com/IT/en/valdicava-rosso-di-montalcino-2008/w/77475,https://www.wine-searcher.com/find/valdicava+rosso+di+montalcino/2008/#t4,https://images.vivino.com/thumbs/_uzq17djQPaX-NrkS21C1A_pb_x600.png,RossodiMontalcino2008.png
Ombrone 2013,https://www.vivino.com/IT/en/cupano-ombrone-2013/w/1202862,https://www.wine-searcher.com/find/cupano+ombrone/2013/#t4,https://images.vivino.com/thumbs/qV9HwuEtQJ2o39oghiVTdA_pb_x600.png,Ombrone2013.png
Le Trame Toscana 2015,https://www.vivino.com/IT/en/le-boncie-le-trame-toscana-2015/w/2603281,https://www.wine-searcher.com/find/le+boncie+le+trame+toscana/2015/#t4,https://images.vivino.com/thumbs/cbD2oLHERX-E1JV2nzJA7Q_pb_x600.png,LeTrameToscana2015.png
Brunello di Montalcino 2014,https://www.vivino.com/IT/en/beatesca-brunello-di-montalcino-2014/w/2017548,https://www.wine-searcher.com/find/beatesca+brunello+di+montalcino/2014/#t4,https://images.vivino.com/thumbs/Uiflo0NORcSBCJpSbO9cXA_pb_x600.png,BrunellodiMontalcino2014.png
Petra Toscana (Suvereto) 2007,https://www.vivino.com/IT/en/petra-petra-toscana-suvereto-2007/w/4191974,https://www.wine-searcher.com/find/petra+petra+toscana+suvereto/2007/#t4,https://images.vivino.com/thumbs/pEH2JzcAT2-P6--oPjQr2w_pb_x600.png,PetraToscana(Suvereto)2007.png
Syrah Toscana Collezione Privata 2000,https://www.vivino.com/IT/en/isole-e-olena-syrah-toscana-collezione-privata-tuscany-2000/w/1970697,https://www.wine-searcher.com/find/isole+e+olena+syrah+toscana+collezione+privata+tuscany/2000/#t4,https://images.vivino.com/thumbs/og8hcVS3RPiy_UdqKKvGwA_pb_x600.png,SyrahToscanaCollezionePrivata2000.png
Brunello di Montalcino 2014,https://www.vivino.com/IT/en/canapaccia-brunello-di-montalcino-2014/w/1199017,https://www.wine-searcher.com/find/canapaccia+brunello+di+montalcino/2014/#t4,https://images.vivino.com/thumbs/yCr9fPR5T_-KW62liuzDpw_pb_x600.png,BrunellodiMontalcino2014.png
Carato Vernaccia di San Gimignano 2016,https://www.vivino.com/IT/en/montenidoli-carato-vernaccia-di-san-gimignano-2016/w/93853,https://www.wine-searcher.com/find/montenidoli+carato+vernaccia+di+san+gimignano/2016/#t4,https://images.vivino.com/thumbs/8OPqByrpSXaE1j6hLsooEw_pb_x600.png,CaratoVernacciadiSanGimignano2016.png
Esperienze 2014,https://www.vivino.com/IT/en/macchion-dei-lupi-esperienze-2014/w/2032650,https://www.wine-searcher.com/find/macchion+dei+lupi+esperienze/2014/#t4,https://images.vivino.com/thumbs/IAxsVsphTm68xTLLNkE1Fg_pb_x600.png,Esperienze2014.png
Vin Santo Del Chianti Classico 2001,https://www.vivino.com/IT/en/badia-a-coltibuono-vin-santo-del-chianti-classico-2001/w/6285,https://www.wine-searcher.com/find/badia+a+coltibuono+vin+santo+del+chianti+classico/2001/#t4,https://images.vivino.com/thumbs/S96_L47LRhazmxih9O11Nw_pb_x600.png,VinSantoDelChiantiClassico2001.png
Sassello 2006,https://www.vivino.com/IT/en/verrazzano-sassello-2006/w/9341,https://www.wine-searcher.com/find/verrazzano+sassello/2006/#t4,https://images.vivino.com/thumbs/50n4CgKaTECEDAjo9YD04g_pb_x600.png,Sassello2006.png
Bruno di Rocca 1996,https://www.vivino.com/IT/en/vecchie-terre-di-montefili-bruno-di-rocca-1996/w/1175539,https://www.wine-searcher.com/find/vecchie+terre+di+montefili+bruno+di+rocca/1996/#t4,https://images.vivino.com/thumbs/vwkg36ZlT0eygMkSJU88gg_pb_x600.png,BrunodiRocca1996.png
Gold Label Merlot 2015,https://www.vivino.com/IT/en/podere-la-pace-gold-label-merlot-2015/w/7193651,https://www.wine-searcher.com/find/podere+la+pace+gold+label+merlot/2015/#t4,https://images.vivino.com/thumbs/EYGIvnieRLCQRntWrhSslg_pb_x600.png,GoldLabelMerlot2015.png
Cà Del Pazzo Sangiovese - Cabernet Sauvignon 1999,https://www.vivino.com/IT/en/caparzo-ca-del-pazzo-sangiovese-cabernet-sauvignon-1999/w/2147513,https://www.wine-searcher.com/find/caparzo+ca+del+pazzo+sangiovese+cabernet+sauvignon/1999/#t4,https://images.vivino.com/thumbs/0Ra9lRnuSp-ZpV1EfUzj7g_pb_x600.png,CàDelPazzoSangiovese-CabernetSauvignon1999.png
Urlo 2006,https://www.vivino.com/IT/en/urlo-urlo-2006/w/1300532,https://www.wine-searcher.com/find/urlo+urlo/2006/#t4,https://images.vivino.com/thumbs/4-w5v1ODQl-YUwzbNHkdog_pb_x600.png,Urlo2006.png
Toscana Bòggina 2016,https://www.vivino.com/IT/en/petrolo-toscana-boggina-2016/w/1187937,https://www.wine-searcher.com/find/petrolo+toscana+boggina/2016/#t4,https://images.vivino.com/thumbs/eMR38-C5SuW_sidgzAYZYQ_pb_x600.png,ToscanaBòggina2016.png
Poggio Ai Chiari 2006,https://www.vivino.com/IT/en/colle-santa-mustiola-poggio-ai-chiari-2006/w/1162473,https://www.wine-searcher.com/find/colle+santa+mustiola+poggio+ai+chiari/2006/#t4,https://images.vivino.com/thumbs/r1SKAA0ATUW1Z6EmoiEFdQ_pb_x600.png,PoggioAiChiari2006.png
Casasilia Chianti Classico Gran Selezione 2000,https://www.vivino.com/IT/en/poggio-al-sole-casasilia-chianti-classico-gran-selezione-2000/w/1219183,https://www.wine-searcher.com/find/poggio+al+sole+casasilia+chianti+classico+gran+selezione/2000/#t4,https://images.vivino.com/thumbs/kdkCZtrZTkiuApzmrh_9iQ_pb_x600.png,CasasiliaChiantiClassicoGranSelezione2000.png
Chianti Classico Gran Selezione 2013,https://www.vivino.com/IT/en/capannelle-chianti-classico-gran-selezione-2013/w/5371061,https://www.wine-searcher.com/find/capannelle+chianti+classico+gran+selezione/2013/#t4,https://images.vivino.com/thumbs/4yTwdXiQQ7quDCQV3Mlf2w_pb_x600.png,ChiantiClassicoGranSelezione2013.png
Brunello di Montalcino 2017,https://www.vivino.com/IT/en/it-mastrojanni-brunello-di-montalcino-2017/w/57194,https://www.wine-searcher.com/find/it+mastrojanni+brunello+di+montalcino/2017/#t4,https://images.vivino.com/thumbs/XRPcMgjhSV6p_gSXi2IZFA_pb_x600.png,BrunellodiMontalcino2017.png
Toscana Rosso 2012,https://www.vivino.com/IT/en/collazzi-toscana-rosso-2012/w/1107363,https://www.wine-searcher.com/find/collazzi+toscana+rosso/2012/#t4,https://images.vivino.com/thumbs/t4D2DZ9TS5qniTBXiaeGZQ_pb_x600.png,ToscanaRosso2012.png
Brunello di Montalcino 2004,https://www.vivino.com/IT/en/le-macioche-brunello-di-montalcino-2004/w/1174763,https://www.wine-searcher.com/find/le+macioche+brunello+di+montalcino/2004/#t4,https://images.vivino.com/thumbs/QJE3X5cKT2OK75D9h3ktdA_pb_x600.png,BrunellodiMontalcino2004.png
Poggio Ai Chiari 2010,https://www.vivino.com/IT/en/colle-santa-mustiola-poggio-ai-chiari-2010/w/1162473,https://www.wine-searcher.com/find/colle+santa+mustiola+poggio+ai+chiari/2010/#t4,https://images.vivino.com/thumbs/r1SKAA0ATUW1Z6EmoiEFdQ_pb_x600.png,PoggioAiChiari2010.png
Costa Toscana 2011,https://www.vivino.com/IT/en/it-ampeleia-costa-toscana-2011/w/1126794,https://www.wine-searcher.com/find/it+ampeleia+costa+toscana/2011/#t4,https://images.vivino.com/thumbs/ELKOTYJ3REWunhHecXq1nQ_pb_x600.png,CostaToscana2011.png
Case Via Syrah 2012,https://www.vivino.com/IT/en/tenuta-fontodi-case-via-syrah-2012/w/22725,https://www.wine-searcher.com/find/tenuta+fontodi+case+via+syrah/2012/#t4,https://images.vivino.com/thumbs/uSCPv9jzQWiv9XBhLPMdEA_pb_x600.png,CaseViaSyrah2012.png
Brunello di Montalcino 2017,https://www.vivino.com/IT/en/le-ragnaie-brunello-di-montalcino-2017/w/1166517,https://www.wine-searcher.com/find/le+ragnaie+brunello+di+montalcino/2017/#t4,https://images.vivino.com/thumbs/yHj66l2YTfGQSANTQOFLNQ_pb_x600.png,BrunellodiMontalcino2017.png
Casalferro 2001,https://www.vivino.com/IT/en/ricasoli-casalferro-tuscany-2001/w/12204,https://www.wine-searcher.com/find/ricasoli+casalferro+tuscany/2001/#t4,https://images.vivino.com/thumbs/26zPDB8bQvWknaWvMcpElQ_pb_x600.png,Casalferro2001.png
Vigna Marrucheto Brunello di Montalcino 2017,https://www.vivino.com/IT/en/banfi-vigna-marrucheto-brunello-di-montalcino-2017/w/9665437,https://www.wine-searcher.com/find/banfi+vigna+marrucheto+brunello+di+montalcino/2017/#t4,https://images.vivino.com/thumbs/GdJpdeIIRRCh0hcwir2WEA_pb_x600.png,VignaMarruchetoBrunellodiMontalcino2017.png
Lamaione Toscana 2018,https://www.vivino.com/IT/en/tenuta-castelgiocondo-lamaione-toscana-2018/w/1098915,https://www.wine-searcher.com/find/tenuta+castelgiocondo+lamaione+toscana/2018/#t4,https://images.vivino.com/thumbs/PlozQHHmSjOUwFGPNrKc1g_pb_x600.png,LamaioneToscana2018.png
Bolgheri Superiore 2015,https://www.vivino.com/IT/en/campo-alle-comete-bolgheri-superiore-bolgheri-superiore-2015/w/6328932,https://www.wine-searcher.com/find/campo+alle+comete+bolgheri+superiore+bolgheri+superiore/2015/#t4,https://images.vivino.com/thumbs/ptOodpKBQR2q96aUj6-jxw_pb_x600.png,BolgheriSuperiore2015.png
Caravèra Bolgheri Superiore 2018,https://www.vivino.com/IT/en/podere-dei-musi-caravera-bolgheri-superiore-2018/w/8891069,https://www.wine-searcher.com/find/podere+dei+musi+caravera+bolgheri+superiore/2018/#t4,https://images.vivino.com/thumbs/VeH0TSH2QgSoxeQNo4IPZQ_150x200.jpg,CaravèraBolgheriSuperiore2018.png
Pian delle Vigne Brunello di Montalcino 2017,https://www.vivino.com/IT/en/antinori-tuscany-marchesi-antinori-pian-delle-vigne-brunello-di-montalcino-2017/w/1675,https://www.wine-searcher.com/find/antinori+tuscany+marchesi+antinori+pian+delle+vigne+brunello+di+montalcino/2017/#t4,https://images.vivino.com/thumbs/ebXTjQYcRt-MlPECeWfn5w_pb_x600.png,PiandelleVigneBrunellodiMontalcino2017.png
Lodano Rosso 2019,https://www.vivino.com/IT/en/tua-rita-lodano-rosso-tuscany-2019/w/8707477,https://www.wine-searcher.com/find/tua+rita+lodano+rosso+tuscany/2019/#t4,https://images.vivino.com/thumbs/gFNxe8y3QSaCvDuxnKvzGw_pb_x600.png,LodanoRosso2019.png
Vigna Soccorso Brunello di Montalcino 2016,https://www.vivino.com/IT/en/enzo-vigna-soccorso-brunello-di-montalcino-2016/w/1213715,https://www.wine-searcher.com/find/enzo+vigna+soccorso+brunello+di+montalcino/2016/#t4,https://images.vivino.com/thumbs/QXEHrUjhRsuCwa_oqBPZgA_pb_x600.png,VignaSoccorsoBrunellodiMontalcino2016.png
Asinone Vino Nobile di Montepulciano 2020,https://www.vivino.com/IT/en/azienda-agricola-poliziano-asinone-vino-nobile-di-montepulciano-2020/w/18795,https://www.wine-searcher.com/find/azienda+agricola+poliziano+asinone+vino+nobile+di+montepulciano/2020/#t4,https://images.vivino.com/thumbs/EskmJdXdSiyuT7i5XvpSlw_pb_x600.png,AsinoneVinoNobilediMontepulciano2020.png
Bolgheri Superiore 2018,https://www.vivino.com/IT/en/it-caccia-al-piano-bolgheri-superiore-2018/w/9949619,https://www.wine-searcher.com/find/it+caccia+al+piano+bolgheri+superiore/2018/#t4,https://images.vivino.com/thumbs/0ifUmF0bROebgpyAe_IOaA_pb_x600.png,BolgheriSuperiore2018.png
Il Solatio Chianti Classico Gran Selezione 2016,https://www.vivino.com/IT/en/castello-di-albola-chianti-il-solatio-chianti-classico-gran-selezione-2016/w/2495120,https://www.wine-searcher.com/find/castello+di+albola+chianti+il+solatio+chianti+classico+gran+selezione/2016/#t4,https://images.vivino.com/thumbs/TsZS2vOVR3ODcxO9zgsvAw_pb_x600.png,IlSolatioChiantiClassicoGranSelezione2016.png
Brunello di Montalcino 2018,https://www.vivino.com/IT/en/casanova-di-neri-brunello-di-montalcino-2018/w/9710,https://www.wine-searcher.com/find/casanova+di+neri+brunello+di+montalcino/2018/#t4,https://images.vivino.com/thumbs/zbPQDHRrTxC-Immx8YbQwg_pb_x600.png,BrunellodiMontalcino2018.png
